name,sex,RUID,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,preferred_price_range,max_price,roommate_preferences,weights,lottery_number,assigned
Jerry Mendoza,M,952570393,Junior,Edward J. Bloustein School of Planning and Public Policy,1,0,['SA' 'NCA' 'BS'],Apartment,1,4000-6000,7000,[953861606],20,4186,0
Donald Duncan,M,207240858,Sophomore,Mason Gross School of the Arts,1,0,['MZH' 'BS' 'BH'],Apartment,1,6000-8000,9000,[839063024],20,4297,0
David Bullock,M,842895323,Senior,School of Arts and Sciences,1,0,['WS' 'BS' 'JS'],Suite,1,4000-6000,7000,[],20,4449,0
Anthony Cruz,M,796933005,Doctorate,School of Graduate Studies,1,0,['JA' 'BA'],Apartment,1,10500-12000,13000,"[697644784, 545634234]",20,4479,0
David Wright,M,210531978,Sophomore,School of Arts and Sciences,1,0,['BS' 'TS' 'NCA'],Suite,1,6000-8000,9000,[579458253],20,4511,0
Rachael Gomez,F,331301633,Junior,Rutgers Business School–Newark and New Brunswick,1,0,['MRS' 'AH' 'RA'],Suite,1,8000-11000,12000,"[411626539, 787689812]",20,4733,0
John Ross,M,239604896,Sophomore,School of Management and Labor Relations,1,0,['JS' 'BS' 'SA'],Suite,1,8000-11000,12000,"[670226826, 239636686]",20,4766,0
Yolanda Sanchez,F,532850723,Sophomore,School of Engineering,1,0,['AH' 'NCA' 'WS'],Apartment,1,8000-11000,12000,"[967507276, 481854622]",20,4873,0
Sara Oliver,F,931090335,Junior,Edward J. Bloustein School of Planning and Public Policy,1,0,['RA' 'MS' 'BS'],Suite,1,4000-6000,7000,[244667031],20,5031,0
April Martin,F,830578029,Sophomore,School of Engineering,1,0,['RA' 'NCA' 'BS'],Suite,1,4000-6000,7000,[113916855],20,5144,0
Stephen Gilbert,M,873416668,Junior,Mason Gross School of the Arts,1,0,['NCA' 'BH' 'SA'],Apartment,1,8000-11000,12000,[880848328],20,5165,0
Heather Sanders,F,241732700,Junior,School of Engineering,1,0,['MRS' 'JS' 'MZH'],Traditional Residence Hall,1,4000-6000,7000,[568452509],20,5182,0
Olivia Russell,F,830992886,Sophomore,School of Communication and Information,1,0,['MH' 'SA' 'JS'],Suite,1,8000-11000,12000,[472743479],20,5262,0
Matthew Blake,M,341676823,Sophomore,School of Arts and Sciences,1,0,['TS' 'BS' 'WS'],Suite,1,6000-8000,9000,[516616662],20,5367,0
Zachary Morris,M,687906641,Sophomore,School of Arts and Sciences,1,0,['BS' 'MZH' 'SA'],Suite,1,4000-6000,7000,"[355988313, 439769260]",20,5573,0
Seth Weiss,M,425049319,Junior,School of Communication and Information,1,0,['MH' 'NCA' 'SA'],Apartment,1,8000-11000,12000,"[810792981, 649780190]",20,5607,0
Daniel Blevins,M,251388255,Junior,School of Social Work,1,0,['MH' 'WS' 'BS'],Suite,1,4000-6000,7000,[193287910],20,5726,0
Pamela Pennington,F,387607677,Senior,Rutgers Business School–Newark and New Brunswick,1,0,['MH' 'CS' 'NCA'],Suite,1,4000-6000,7000,"[397810627, 772159205]",20,5810,0
Thomas Guzman,M,263521161,Junior,Mason Gross School of the Arts,1,0,['SA' 'BS' 'RA'],Apartment,1,8000-11000,12000,"[860880100, 599367934]",20,5903,0
Howard Salazar,M,719583444,Sophomore,School of Arts and Sciences,1,0,['BS' 'MRS' 'MH'],Apartment,1,4000-6000,7000,"[986579054, 585797279]",20,6004,0
Mitchell Clark,M,872519266,Sophomore,School of Communication and Information,1,0,['SA' 'NCA' 'AH'],Apartment,1,8000-11000,12000,[],20,6134,0
Brittany Mckay,F,779941164,Sophomore,School of Arts and Sciences,1,0,['SA' 'RA' 'BS'],Apartment,1,8000-11000,12000,"[663733156, 409552265]",20,6199,0
Luke Smith,M,690739471,Doctorate,Graduate School of Education,1,0,['JA' 'BA'],Apartment,1,9000-10500,11500,[350377708],20,6443,0
Ashley Carey,F,849566613,Sophomore,School of Arts and Sciences,1,0,['RA' 'MS' 'BH'],Apartment,1,8000-11000,12000,[962475014],20,6459,0
Jerry Edwards,M,300040685,Doctorate,Graduate School of Education,1,0,['BA' 'JA'],Apartment,1,10500-12000,13000,[337659957],20,6474,0
Julie Johnson,F,635712485,Junior,School of Communication and Information,1,0,['BS' 'MS' 'CS'],Apartment,1,8000-11000,12000,"[351342283, 764341646]",20,6479,0
Abigail Hernandez,F,422935203,Senior,School of Arts and Sciences,1,0,['MZH' 'NCA' 'MS'],Apartment,1,8000-11000,12000,"[897183618, 176192101]",20,6824,0
Jennifer Mendoza,F,707523766,Masters,Graduate School of Education,1,0,['JA' 'BA'],Apartment,1,9000-10500,11500,[],20,6867,0
Laura Ramirez,F,220815256,Masters,School of Graduate Studies,1,0,['BA' 'JA'],Apartment,1,9000-10500,11500,"[198354464, 243553815]",20,7166,0
Anthony Bass,M,548748934,Sophomore,School of Environmental and Biological Sciences,1,0,['RA' 'JS' 'MS'],Suite,1,6000-8000,9000,[],20,7218,0
Jennifer Wilson,F,903239111,Masters,Graduate School of Education,1,0,['BA' 'JA'],Apartment,1,10500-12000,13000,[734321237],20,7272,0
Melanie Garcia,F,526322143,Masters,School of Graduate Studies,1,0,['BA' 'JA'],Apartment,1,9000-10500,11500,"[826945742, 946483524]",20,7521,0
James Lee,M,235100391,Sophomore,Rutgers Business School–Newark and New Brunswick,1,0,['RA' 'SA' 'BS'],Suite,1,4000-6000,7000,[],20,7841,0
Jean Kennedy,F,161272609,Masters,School of Graduate Studies,1,0,['BA' 'JA'],Apartment,1,10500-12000,13000,"[935327245, 769112205]",20,7892,0
Gary Nichols,M,245404666,Sophomore,School of Communication and Information,1,0,['MH' 'CS' 'BS'],Suite,1,8000-11000,12000,[685113412],20,8099,0
Jennifer Mcintyre,F,982211901,Sophomore,School of Management and Labor Relations,1,0,['RA' 'WS' 'JS'],Apartment,1,8000-11000,12000,[309915669],20,8269,0
Katherine Sullivan,F,492530871,Sophomore,Mason Gross School of the Arts,1,0,['NCA' 'BS' 'MS'],Apartment,1,8000-11000,12000,[],20,8839,0
Justin Garcia,M,979154090,Senior,Edward J. Bloustein School of Planning and Public Policy,1,0,['SA' 'AH' 'RA'],Apartment,1,4000-6000,7000,"[685518519, 932239187]",20,8869,0
Joanne Foster,F,312463212,Sophomore,School of Arts and Sciences,1,0,['MS' 'NCA' 'RA'],Suite,1,8000-11000,12000,"[213549038, 379979629]",20,8883,0
Daniel Ayala,M,968623342,Sophomore,Rutgers Business School–Newark and New Brunswick,1,0,['MZH' 'MRS' 'CS'],Suite,1,4000-6000,7000,[],20,9294,0
Sarah Rhodes,F,228255825,Sophomore,School of Arts and Sciences,1,0,['MRS' 'NCA' 'MZH'],Suite,1,8000-11000,12000,"[537407684, 945620180]",20,9910,0
David Austin,M,416536178,Senior,Edward J. Bloustein School of Planning and Public Policy,1,0,['NCA' 'BS' 'RA'],Suite,1,8000-11000,12000,"[241378092, 250880344]",20,10285,0
Sandra Cain,F,277610785,Senior,School of Social Work,1,0,['RA' 'WS' 'NCA'],Apartment,1,4000-6000,7000,"[166830721, 252855799]",20,10818,0
Jeffrey Savage,M,404783945,Junior,School of Arts and Sciences,1,0,['RA' 'MZH' 'BS'],Apartment,1,6000-8000,9000,"[534931610, 598377926]",20,11095,0
Danielle Reynolds,F,370279797,Junior,School of Arts and Sciences,1,0,['NCA' 'SA' 'BS'],Suite,1,4000-6000,7000,[],20,11122,0
Amanda Preston,F,846875439,Junior,School of Arts and Sciences,1,0,['BS' 'SA' 'RA'],Apartment,1,8000-11000,12000,[934504391],20,11225,0
Gregory Perez,M,271142225,Sophomore,Rutgers Business School–Newark and New Brunswick,1,0,['WS' 'MRS' 'NCA'],Suite,1,4000-6000,7000,[],20,11479,0
Caitlin Frazier,F,921850324,Sophomore,School of Communication and Information,1,0,['SA' 'CS' 'JS'],Apartment,1,8000-11000,12000,"[772489739, 205952430]",20,11513,0
William Turner,M,631871578,Doctorate,School of Graduate Studies,1,0,['BA' 'JA'],Apartment,1,9000-10500,11500,[206500855],20,11745,0
Brian Riggs,M,504044209,Senior,School of Arts and Sciences,1,0,['SA' 'BS' 'WS'],Apartment,1,4000-6000,7000,"[875213477, 902235499]",20,11761,0
Kiara Hughes,F,439020608,Junior,School of Arts and Sciences,1,0,['AH' 'BS' 'NCA'],Apartment,1,8000-11000,12000,[235549498],20,11791,0
Andrew Brown,M,237560088,Sophomore,School of Communication and Information,1,0,['MRS' 'CS' 'NCA'],Suite,1,4000-6000,7000,"[269312613, 964905775]",20,11834,0
Brian Willis,M,364164590,Sophomore,School of Arts and Sciences,1,0,['TS' 'SA' 'MS'],Traditional Residence Hall,1,8000-11000,12000,[],20,11839,0
Christopher Wilson,M,453553991,Sophomore,School of Engineering,1,0,['RA' 'BS' 'SA'],Apartment,1,8000-11000,12000,[562060440],20,12124,0
David Grant,M,585749760,Junior,Mason Gross School of the Arts,1,0,['RA' 'BS' 'JS'],Apartment,1,8000-11000,12000,[128591158],20,12142,0
Anthony Black,M,688131998,Sophomore,Mason Gross School of the Arts,1,0,['NCA' 'BS' 'JS'],Apartment,1,4000-6000,7000,[163836646],20,12196,0
Lisa Cunningham,F,898020175,Sophomore,School of Arts and Sciences,1,0,['AH' 'RA' 'SA'],Traditional Residence Hall,1,6000-8000,9000,[403429268],20,12258,0
Nicole Martinez,F,453606460,Junior,Rutgers Business School–Newark and New Brunswick,1,0,['NCA' 'SA' 'JS'],Suite,1,6000-8000,9000,"[791538197, 476988447]",20,12332,0
Richard Edwards,M,475668286,Senior,School of Environmental and Biological Sciences,1,0,['JS' 'NCA' 'RA'],Traditional Residence Hall,1,8000-11000,12000,"[884621327, 144064927]",20,12708,0
Andrew Miller,M,812006018,Sophomore,School of Arts and Sciences,1,0,['JS' 'RA' 'BS'],Suite,1,8000-11000,12000,[],20,13030,0
Marc Turner,M,708379497,Sophomore,School of Arts and Sciences,1,0,['MZH' 'MH' 'BS'],Apartment,1,8000-11000,12000,"[343461147, 403245617]",20,13246,0
Monica Hayes,F,894369625,Sophomore,School of Management and Labor Relations,1,0,['RA' 'MZH' 'JS'],Apartment,1,4000-6000,7000,[151809448],20,13361,0
Robert Brown,M,834427692,Doctorate,Graduate School of Education,1,0,['BA' 'JA'],Apartment,1,9000-10500,11500,[120258667],20,13376,0
Danielle Boyd,F,826943879,Masters,School of Graduate Studies,1,0,['BA' 'JA'],Apartment,1,9000-10500,11500,"[908561697, 310857175]",20,14219,0
Felicia Macdonald,F,324418033,Junior,School of Arts and Sciences,1,0,['BS' 'MZH' 'SA'],Suite,1,8000-11000,12000,[774703218],20,14767,0
Michael Pierce,M,120764310,Sophomore,School of Communication and Information,1,0,['JS' 'RA' 'BS'],Suite,1,6000-8000,9000,"[308347153, 330126607]",20,14903,0
Michael Travis,M,404132341,Doctorate,School of Graduate Studies,1,0,['JA' 'BA'],Apartment,1,10500-12000,13000,[],20,15201,0
Erica Hawkins,F,966824404,Sophomore,School of Engineering,1,0,['MS' 'RA' 'BS'],Apartment,1,4000-6000,7000,"[894235792, 828841476]",20,15213,0
Theresa Bender,F,681520688,Sophomore,School of Communication and Information,1,0,['NCA' 'RA' 'SA'],Suite,1,8000-11000,12000,"[390126186, 965820447]",20,15671,0
Derek Parks,M,215143549,Sophomore,School of Arts and Sciences,1,0,['NCA' 'JS' 'MS'],Apartment,1,6000-8000,9000,"[571978108, 595243811]",20,16263,0
Rebecca Carroll,F,216339215,Junior,Rutgers Business School–Newark and New Brunswick,1,0,['BS' 'MZH' 'MS'],Suite,1,6000-8000,9000,"[872748473, 202160107]",20,16308,0
Natalie Hughes,F,921219547,Doctorate,School of Graduate Studies,1,0,['BA' 'JA'],Apartment,1,9000-10500,11500,"[108847488, 543521474]",20,16527,0
Daniel Ellis,M,650188802,Masters,School of Graduate Studies,1,0,['BA' 'JA'],Apartment,1,9000-10500,11500,[654497243],20,16574,0
Nicole Gonzalez,F,443172403,Sophomore,School of Arts and Sciences,1,0,['BS' 'MS' 'CS'],Traditional Residence Hall,1,4000-6000,7000,[138747690],20,17267,0
Kelly Matthews,F,230972311,Sophomore,School of Arts and Sciences,1,0,['RA' 'SA' 'AH'],Suite,1,8000-11000,12000,"[849602917, 674662268]",20,17558,0
Walter Mcdowell,M,574325425,Sophomore,School of Social Work,1,0,['BS' 'WS' 'MS'],Suite,1,6000-8000,9000,"[455303008, 945815688]",20,17691,0
Donna Underwood,F,920360732,Sophomore,Mason Gross School of the Arts,1,0,['NCA' 'MRS' 'BS'],Suite,1,4000-6000,7000,[902923224],20,17818,0
Mark Sutton,M,831776779,Sophomore,School of Management and Labor Relations,1,0,['CS' 'RA' 'JS'],Suite,1,8000-11000,12000,[],20,17972,0
Stephanie Nichols,F,387703520,Sophomore,School of Arts and Sciences,1,0,['BS' 'NCA' 'RA'],Suite,1,8000-11000,12000,"[802500076, 822412687]",20,18081,0
Paul Thompson,M,407128583,Masters,School of Graduate Studies,1,0,['BA' 'JA'],Apartment,1,9000-10500,11500,"[949621965, 473287883]",20,18578,0
Kathleen Burns,F,657824192,Sophomore,Rutgers Business School–Newark and New Brunswick,1,0,['MS' 'NCA' 'BS'],Traditional Residence Hall,1,6000-8000,9000,"[606926510, 821768490]",20,18677,0
Tony Le,M,624445099,Sophomore,Mason Gross School of the Arts,1,0,['MH' 'SA' 'MZH'],Suite,1,8000-11000,12000,"[876781729, 389924832]",20,18986,0
Joseph Gonzalez,M,390557915,Sophomore,School of Arts and Sciences,1,0,['CS' 'RA' 'SA'],Traditional Residence Hall,1,4000-6000,7000,"[988955242, 509388283]",20,19192,0
Ashley Kennedy,F,804917702,Sophomore,School of Arts and Sciences,1,0,['MRS' 'BS' 'NCA'],Suite,1,4000-6000,7000,[],20,19324,0
Joshua Miller,M,258774962,Junior,School of Management and Labor Relations,1,0,['MZH' 'SA' 'JS'],Suite,1,8000-11000,12000,[527316390],20,19416,0
Danielle Haney,F,248373165,Sophomore,School of Arts and Sciences,1,0,['JS' 'BS' 'RA'],Suite,1,4000-6000,7000,"[615238986, 577237134]",20,19430,0
Matthew Dixon,M,371032410,Sophomore,School of Engineering,1,0,['NCA' 'SA' 'AH'],Apartment,1,8000-11000,12000,[720720314],20,19552,0
Daniel Alvarez,M,545611698,Sophomore,Rutgers Business School–Newark and New Brunswick,1,0,['CS' 'MH' 'MS'],Apartment,1,6000-8000,9000,"[744357261, 511630942]",20,19603,0
Jessica Williams,F,725611979,Sophomore,School of Environmental and Biological Sciences,1,0,['JS' 'NCA' 'BH'],Suite,1,8000-11000,12000,"[461036961, 316301884]",20,19731,0
Taylor Flores,F,672096716,Junior,Mason Gross School of the Arts,1,0,['BS' 'RA' 'WS'],Suite,1,8000-11000,12000,[],20,19854,0
James Zuniga PhD,M,162655024,Sophomore,School of Arts and Sciences,1,0,['TS' 'JS' 'MH'],Traditional Residence Hall,1,4000-6000,7000,[423201589],20,19949,0
Edward Adams,M,735489895,Sophomore,School of Social Work,1,0,['WS' 'RA' 'MZH'],Suite,1,8000-11000,12000,"[600438211, 220306121]",20,20042,0
Robert Hodges,M,884833845,Sophomore,Rutgers Business School–Newark and New Brunswick,1,0,['RA' 'BS' 'WS'],Traditional Residence Hall,1,8000-11000,12000,[],20,20118,0
Carolyn Kane,F,950328706,Senior,Rutgers Business School–Newark and New Brunswick,1,0,['BS' 'MRS' 'CS'],Suite,1,4000-6000,7000,"[253626558, 797865371]",20,20172,0
John Brown,M,452113684,Doctorate,School of Graduate Studies,1,0,['BA' 'JA'],Apartment,1,9000-10500,11500,[],20,20210,0
Brianna Romero,F,711333981,Doctorate,School of Graduate Studies,1,0,['JA' 'BA'],Apartment,1,9000-10500,11500,"[497954559, 786436991]",20,20326,0
Kelly Parks,F,455068162,Sophomore,School of Arts and Sciences,1,0,['NCA' 'SA' 'JS'],Apartment,1,8000-11000,12000,"[754941221, 138900656]",20,21146,0
Marvin Diaz,M,835200270,Freshman,School of Social Work,0,1,['BS' 'NCA' 'RA'],Apartment,1,8000-11000,12000,[],15,48,0
Jason Benjamin,M,235456899,Freshman,School of Arts and Sciences,0,1,['MH' 'NCA' 'MZH'],Suite,1,6000-8000,9000,"[782065370, 578110061]",15,95,0
Julie Anderson,F,423371184,Freshman,Mason Gross School of the Arts,0,1,['SA' 'BS' 'RA'],Apartment,1,8000-11000,12000,"[566267200, 563947607]",15,104,0
Deborah Kelly,F,118012727,Freshman,School of Arts and Sciences,0,1,['BS' 'SA' 'RA'],Suite,1,8000-11000,12000,"[627204688, 537376508]",15,108,0
Todd Mann,M,203840744,Freshman,School of Arts and Sciences,0,1,['BH' 'BS' 'MZH'],Suite,1,6000-8000,9000,[617785941],15,126,0
Natasha Turner,F,401213986,Freshman,School of Arts and Sciences,0,1,['SA' 'BH' 'NCA'],Apartment,1,6000-8000,9000,[232939698],15,149,0
Alexander Solomon,M,275076058,Freshman,School of Environmental and Biological Sciences,0,1,['TS' 'RA' 'BS'],Apartment,1,8000-11000,12000,"[938920654, 490699531]",15,155,0
Jennifer Huff,F,505021894,Freshman,School of Arts and Sciences,0,1,['SA' 'JS' 'BS'],Apartment,1,8000-11000,12000,"[742544714, 910629355]",15,217,0
Jesus Foster,M,150125808,Freshman,School of Environmental and Biological Sciences,0,1,['CS' 'WS' 'RA'],Apartment,1,4000-6000,7000,[],15,240,0
Christine Harrell,F,518287130,Freshman,School of Environmental and Biological Sciences,0,1,['NCA' 'BS' 'MZH'],Apartment,1,4000-6000,7000,"[311863929, 617631128]",15,359,0
Kellie Eaton,F,573778388,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'CS' 'SA'],Apartment,1,6000-8000,9000,[134520041],15,381,0
Benjamin Brooks,M,128951970,Freshman,School of Arts and Sciences,0,1,['NCA' 'BS' 'CS'],Apartment,1,8000-11000,12000,[157645797],15,383,0
Bobby Jordan,M,381849738,Freshman,School of Arts and Sciences,0,1,['RA' 'MZH' 'WS'],Traditional Residence Hall,1,4000-6000,7000,[],15,419,0
Emily Reyes,F,828841476,Freshman,School of Arts and Sciences,0,1,['SA' 'BH' 'JS'],Suite,1,8000-11000,12000,[894235792],15,429,0
Christopher Owens,M,725472783,Freshman,School of Arts and Sciences,0,1,['SA' 'BS' 'RA'],Traditional Residence Hall,1,8000-11000,12000,[822247661],15,472,0
Roger Long,M,382179115,Freshman,School of Engineering,0,1,['MRS' 'RA' 'NCA'],Suite,1,6000-8000,9000,[],15,482,0
Shawn Lucas,M,231099722,Freshman,School of Arts and Sciences,0,1,['JS' 'WS' 'MZH'],Suite,1,4000-6000,7000,"[624484027, 534693745]",15,503,0
Stacy Bates,F,163522694,Freshman,School of Arts and Sciences,0,1,['MH' 'RA' 'NCA'],Suite,1,6000-8000,9000,"[469180110, 210745777]",15,517,0
Joshua Gonzales,M,588917951,Freshman,School of Arts and Sciences,0,1,['RA' 'NCA' 'TS'],Suite,1,8000-11000,12000,"[809317289, 772033949]",15,573,0
Mr. John Lang,M,696576333,Freshman,School of Arts and Sciences,0,1,['WS' 'TS' 'CS'],Apartment,1,4000-6000,7000,[],15,611,0
Donna Cole,F,328817387,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'RA' 'WS'],Suite,1,8000-11000,12000,[],15,775,0
Bailey Mckay,F,178113555,Freshman,School of Arts and Sciences,0,1,['MRS' 'JS' 'SA'],Traditional Residence Hall,1,8000-11000,12000,[839236059],15,780,0
Jennifer Marshall,F,757792264,Freshman,School of Arts and Sciences,0,1,['MS' 'BS' 'WS'],Traditional Residence Hall,1,4000-6000,7000,[],15,799,0
Douglas Preston,M,506136295,Freshman,School of Arts and Sciences,0,1,['CS' 'WS' 'MH'],Suite,1,8000-11000,12000,[],15,843,0
Gina Dixon,F,503217536,Freshman,School of Management and Labor Relations,0,1,['NCA' 'MS' 'BS'],Suite,1,8000-11000,12000,[],15,926,0
Cassandra Parsons,F,970801152,Freshman,School of Communication and Information,0,1,['BS' 'SA' 'MH'],Apartment,1,8000-11000,12000,[],15,927,0
Brian Henry,M,156472252,Freshman,School of Management and Labor Relations,0,1,['BH' 'BS' 'RA'],Apartment,1,4000-6000,7000,[758742679],15,984,0
Jonathan Hamilton,M,297763382,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['CS' 'TS' 'SA'],Suite,1,8000-11000,12000,[274738943],15,1006,0
Lisa Townsend,F,378521383,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['MH' 'BS' 'SA'],Suite,1,8000-11000,12000,"[887895723, 337730278]",15,1060,0
Robert Munoz,M,957459573,Freshman,School of Engineering,0,1,['AH' 'BS' 'NCA'],Suite,1,8000-11000,12000,"[877293761, 115583041]",15,1081,0
Rebecca Santiago,F,733160099,Freshman,School of Communication and Information,0,1,['BS' 'MS' 'NCA'],Apartment,1,8000-11000,12000,"[850010452, 446726850]",15,1088,0
Gina Jones,F,715132143,Freshman,School of Engineering,0,1,['NCA' 'CS' 'BS'],Apartment,1,8000-11000,12000,[],15,1113,0
Margaret Rodriguez,F,936262250,Freshman,School of Engineering,0,1,['BS' 'MH' 'RA'],Suite,1,6000-8000,9000,[],15,1114,0
Matthew Charles,M,256564265,Freshman,School of Engineering,0,1,['MS' 'NCA' 'BS'],Suite,1,4000-6000,7000,[],15,1118,0
Laura Tucker,F,964221217,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'RA' 'BS'],Apartment,1,8000-11000,12000,"[642645197, 108958584]",15,1133,0
Linda Baker,F,564926391,Freshman,School of Engineering,0,1,['MZH' 'SA' 'NCA'],Suite,1,4000-6000,7000,"[993859203, 157770437]",15,1138,0
Marc Salazar,M,351342283,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'NCA' 'MH'],Suite,1,8000-11000,12000,"[635712485, 764341646]",15,1199,0
Chad Calderon DDS,M,355119431,Freshman,School of Arts and Sciences,0,1,['BS' 'SA' 'NCA'],Suite,1,4000-6000,7000,[],15,1251,0
Steven Anderson,M,644376126,Freshman,School of Engineering,0,1,['BS' 'RA' 'SA'],Traditional Residence Hall,1,8000-11000,12000,[],15,1344,0
Robert Liu,M,117797477,Freshman,School of Arts and Sciences,0,1,['NCA' 'TS' 'BS'],Suite,1,8000-11000,12000,[],15,1435,0
Daniel Hunter,M,431551470,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['RA' 'SA' 'BH'],Suite,1,8000-11000,12000,[831055030],15,1454,0
Joseph Woods,M,483255768,Freshman,School of Communication and Information,0,1,['MH' 'NCA' 'AH'],Traditional Residence Hall,1,8000-11000,12000,"[962496566, 563252550]",15,1520,0
Kaylee Castro,F,997750799,Freshman,School of Arts and Sciences,0,1,['MH' 'JS' 'MZH'],Apartment,1,4000-6000,7000,[],15,1544,0
