name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price,roommate_preferences,lottery_number
Angela Jones,F,744812114,2001-11-13,Freshman,School of Arts and Sciences,0,0,['SA' 'NCA' 'MH'],Suite,1,1,1,6000-8000,9000,[346821465],702
Tara Gibson,F,399136556,2002-02-19,Freshman,Mason Gross School of the Arts,0,1,['RA' 'NCA' 'MZH'],Suite,1,1,1,4000-6000,7000,[722871966],704
Aaron Stone,M,724811168,2003-06-26,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['MRS' 'WS' 'BH'],Traditional Residence Hall,1,1,1,8000-11000,12000,[],707
Jason Jimenez,M,224577095,2003-05-21,Freshman,School of Arts and Sciences,0,0,['CS' 'MH' 'BS'],Apartment,1,0,0,4000-6000,7000,"[956681566, 445030960]",709
Robert Williams,M,551877909,2002-06-08,Sophomore,School of Arts and Sciences,0,0,['BS' 'CS' 'BH'],Suite,1,0,1,4000-6000,7000,[],712
James Smith,M,496027469,2004-01-20,Junior,School of Communication and Information,0,1,['NCA' 'SA' 'WS'],Traditional Residence Hall,1,1,1,6000-8000,9000,"[151103196, 553086703]",717
Nancy Gray,F,518641473,2003-07-14,Freshman,School of Engineering,0,1,['AH' 'NCA' 'MZH'],Apartment,1,1,1,6000-8000,9000,[],718
Lance Greene,M,564500639,2000-01-26,Sophomore,School of Communication and Information,0,0,['RA' 'BS' 'TS'],Suite,1,1,1,6000-8000,9000,[],721
Jennifer Spence,F,780940859,2001-01-21,Senior,School of Communication and Information,0,1,['BS' 'SA' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,7000,"[113916855, 830578029]",724
Bruce Harris,M,388069209,2003-07-08,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'MS' 'NCA'],Apartment,1,0,1,8000-11000,12000,[],725
Danielle Lee,F,939327242,2000-02-25,Sophomore,School of Arts and Sciences,0,0,['NCA' 'SA' 'BS'],Apartment,1,1,1,6000-8000,9000,[],728
Isaac Jackson,M,764777618,2001-11-21,Freshman,School of Arts and Sciences,0,1,['BS' 'MH' 'SA'],Apartment,1,1,1,8000-11000,12000,"[411956360, 845957368]",738
Bobby Bates,M,345601918,2005-06-05,Freshman,School of Arts and Sciences,0,0,['TS' 'BS' 'BH'],Apartment,1,1,1,8000-11000,12000,"[580230698, 701753337]",747
Kara Perry,F,148811283,2005-06-14,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['MZH' 'MS' 'NCA'],Apartment,1,1,1,6000-8000,9000,"[513688685, 904680443]",753
Amy Jones,F,350137183,2001-09-05,Freshman,School of Environmental and Biological Sciences,0,0,['SA' 'BS' 'MRS'],Suite,1,1,1,8000-11000,12000,"[423328588, 992670967]",754
Gabrielle Wise,F,640484662,2000-12-15,Sophomore,School of Arts and Sciences,0,1,['MS' 'JS' 'BS'],Apartment,1,1,1,8000-11000,12000,[],756
Kimberly Murray,F,763277679,2002-09-05,Sophomore,School of Environmental and Biological Sciences,0,1,['SA' 'TS' 'BS'],Suite,1,1,1,4000-6000,7000,[],761
Bradley Lynn,M,747652026,1993-12-04,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[],766
Shane Romero,M,552873538,2000-02-18,Freshman,School of Engineering,0,0,['MS' 'NCA' 'JS'],Suite,1,1,1,8000-11000,12000,"[739561144, 658263398]",766
Elizabeth Roberts,F,367389892,2005-04-09,Freshman,School of Arts and Sciences,1,1,['BS' 'JS' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[479665689, 850643583]",767
Amanda Williams,F,268079956,1997-05-24,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,0,1,9000-10500,11500,[417109066],771
Andre Mcgrath,M,195822701,2001-01-10,Freshman,School of Communication and Information,0,1,['BS' 'SA' 'BH'],Apartment,1,1,1,8000-11000,12000,[134381589],772
Patrick Wilson,M,905812402,2005-05-09,Sophomore,Mason Gross School of the Arts,0,0,['JS' 'BS' 'BH'],Suite,1,1,1,4000-6000,7000,[],778
Madison Glass,F,225283629,2004-08-29,Freshman,School of Communication and Information,0,0,['JS' 'BS' 'MS'],Suite,1,1,1,8000-11000,12000,"[406540551, 234132725]",779
Adam Gonzales,M,643871245,2002-02-20,Freshman,Mason Gross School of the Arts,0,0,['MH' 'TS' 'BS'],Apartment,1,1,1,6000-8000,9000,[],784
Sheila White,F,526736695,2003-03-10,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['SA' 'BS' 'RA'],Suite,1,1,1,6000-8000,9000,[],795
Christopher Hartman,M,277212858,2000-08-01,Junior,School of Arts and Sciences,0,0,['SA' 'AH' 'NCA'],Apartment,1,1,1,8000-11000,12000,[915021141],795
Sarah Hernandez,F,536556405,2003-11-30,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['MS' 'NCA' 'RA'],Suite,1,1,1,8000-11000,12000,"[396290426, 954026067]",795
Jimmy Sherman,M,223669618,2001-07-14,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'MH' 'NCA'],Apartment,1,1,1,6000-8000,9000,"[197934268, 718327577]",797
Jessica Green,F,959272032,1997-11-26,Doctorate,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[118506512, 539369979]",807
Kathryn Salazar,F,572402743,2000-07-09,Junior,School of Arts and Sciences,0,0,['BS' 'MZH' 'TS'],Suite,1,1,0,4000-6000,7000,[],812
Erica Miller,F,600891458,2003-12-24,Freshman,School of Environmental and Biological Sciences,0,1,['BS' 'SA' 'MZH'],Suite,1,1,1,8000-11000,12000,[444418662],814
Valerie Martin,F,297756426,2005-06-20,Freshman,School of Management and Labor Relations,0,0,['SA' 'BS' 'CS'],Apartment,1,1,1,6000-8000,9000,[],814
George Anderson,M,412120180,2000-12-01,Freshman,School of Arts and Sciences,0,1,['MH' 'JS' 'BS'],Suite,1,1,1,8000-11000,12000,"[904649450, 737235139]",828
Julie Lopez,F,541617388,2003-03-23,Sophomore,School of Engineering,0,0,['RA' 'SA' 'AH'],Apartment,1,1,1,8000-11000,12000,"[842488083, 604974368]",841
John Hoffman II,M,479665689,2003-09-04,Freshman,Mason Gross School of the Arts,0,1,['SA' 'BS' 'RA'],Apartment,1,1,1,8000-11000,12000,"[367389892, 850643583]",847
David Gray,M,285862084,1995-03-16,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[120258667, 834427692]",847
Craig Duke,M,857259101,2002-01-23,Sophomore,Mason Gross School of the Arts,0,0,['CS' 'NCA' 'MH'],Apartment,1,1,1,8000-11000,12000,"[263761110, 750422020]",848
Sarah Martinez,F,275252001,2005-03-22,Sophomore,Mason Gross School of the Arts,0,1,['NCA' 'WS' 'BS'],Suite,1,1,1,4000-6000,7000,"[605074279, 996988163]",849
Tina Baker,F,676908746,2000-11-27,Freshman,School of Arts and Sciences,0,1,['NCA' 'MH' 'SA'],Suite,1,1,1,8000-11000,12000,"[518837187, 455440007]",859
Morgan Smith,F,839063024,2000-12-19,Freshman,School of Arts and Sciences,0,0,['BS' 'MH' 'NCA'],Suite,1,1,1,4000-6000,7000,"[286587846, 207240858]",859
Donna Underwood,F,920360732,2002-10-12,Sophomore,Mason Gross School of the Arts,1,0,['NCA' 'MRS' 'BS'],Suite,1,1,1,4000-6000,7000,[902923224],860
John Blackwell,M,757748372,2000-11-22,Freshman,School of Arts and Sciences,0,0,['MRS' 'RA' 'TS'],Traditional Residence Hall,1,0,0,8000-11000,12000,"[531342157, 265012646]",862
Joseph Beasley,M,195319408,1999-09-03,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[822143715],871
Brent Johnson,M,313195248,2002-07-18,Junior,Mason Gross School of the Arts,0,0,['MZH' 'BS' 'TS'],Apartment,1,1,1,6000-8000,9000,[],875
Steven Brown,M,134798765,2000-07-29,Freshman,School of Arts and Sciences,0,0,['SA' 'BH' 'WS'],Traditional Residence Hall,1,0,1,8000-11000,12000,[],875
Nicole Anderson,F,797314527,2001-09-26,Freshman,School of Environmental and Biological Sciences,0,0,['BS' 'JS' 'NCA'],Apartment,1,1,1,8000-11000,12000,[805542339],881
Sarah Hernandez,F,788083481,2003-03-25,Junior,School of Environmental and Biological Sciences,1,1,['CS' 'AH' 'SA'],Suite,1,1,1,8000-11000,12000,"[596038656, 389625159]",887
Kayla Roy,F,107552032,1999-06-28,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[],890
Sharon Johnson,F,758796165,2004-01-21,Freshman,School of Arts and Sciences,0,0,['SA' 'MH' 'MS'],Suite,1,1,0,8000-11000,12000,"[246894607, 141646906]",890
Robert Baker,M,288344586,2005-03-18,Freshman,School of Arts and Sciences,0,0,['BS' 'RA' 'NCA'],Apartment,1,1,1,4000-6000,7000,"[942804638, 665909093]",893
Richard Smith,M,616153008,2005-07-03,Freshman,Mason Gross School of the Arts,1,0,['BS' 'MS' 'AH'],Traditional Residence Hall,1,1,1,4000-6000,7000,"[719341945, 205018220]",901
Samuel Scott,M,256871530,2003-09-25,Junior,School of Arts and Sciences,0,0,['MRS' 'RA' 'BS'],Apartment,1,1,1,8000-11000,12000,"[244660002, 205924206]",908
Alexandria Garcia,F,882255766,2004-07-22,Junior,Mason Gross School of the Arts,0,0,['MH' 'BS' 'JS'],Apartment,1,0,1,8000-11000,12000,[],911
Dr. Nicholas Curtis,M,612241169,2004-11-13,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'SA' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[621279894, 506721930]",916
Debra Macias,F,488658395,1999-02-27,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,"[599537905, 542327544]",927
Vicki Yoder,F,461848946,2003-08-11,Junior,School of Environmental and Biological Sciences,0,0,['BS' 'NCA' 'AH'],Suite,1,0,1,4000-6000,7000,"[968293389, 388822585]",936
Brenda Taylor,F,354769745,2000-07-14,Senior,School of Management and Labor Relations,0,0,['MZH' 'RA' 'AH'],Apartment,1,1,1,8000-11000,12000,"[616952818, 914269645]",938
Breanna Shaw,F,175941021,2002-05-13,Freshman,Mason Gross School of the Arts,0,1,['BH' 'SA' 'NCA'],Suite,1,1,1,6000-8000,9000,[],954
Christopher Scott,M,234132725,2000-03-18,Freshman,School of Arts and Sciences,0,0,['NCA' 'SA' 'RA'],Suite,1,1,1,8000-11000,12000,[225283629],963
April Martin,F,830578029,2003-04-18,Sophomore,School of Engineering,1,0,['RA' 'NCA' 'BS'],Suite,1,1,1,4000-6000,7000,[113916855],965
Mrs. Cathy Mendez,F,977847817,2005-09-08,Junior,School of Arts and Sciences,0,0,['NCA' 'AH' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,12000,[],969
Ashley Larson,F,499225866,2000-07-08,Sophomore,School of Arts and Sciences,0,0,['BS' 'WS' 'RA'],Suite,1,1,1,6000-8000,9000,"[779402815, 626144661]",970
Travis Clark,M,322352291,1999-11-10,Junior,School of Arts and Sciences,0,0,['NCA' 'BS' 'TS'],Apartment,1,1,1,8000-11000,12000,"[678671250, 137267055]",973
Crystal Rowe,F,875401785,2001-02-07,Sophomore,School of Communication and Information,0,1,['NCA' 'AH' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,12000,[],975
Mark Levine,M,480701263,2000-08-30,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'SA' 'AH'],Suite,1,1,1,6000-8000,9000,[],979
Christina Rivera,F,565999440,2002-12-27,Junior,School of Engineering,0,1,['WS' 'MS' 'JS'],Apartment,1,1,1,8000-11000,12000,"[324367005, 685285857]",980
Cassandra Perkins,F,810792981,2004-11-08,Sophomore,School of Arts and Sciences,0,0,['WS' 'MH' 'NCA'],Apartment,1,1,1,6000-8000,9000,"[425049319, 649780190]",986
Angel Hunt,F,753105939,2003-02-07,Junior,School of Engineering,0,0,['RA' 'CS' 'BS'],Suite,1,1,1,4000-6000,7000,"[650154623, 279804429]",988
Cathy Alexander,F,709518091,2002-07-05,Sophomore,School of Arts and Sciences,0,0,['WS' 'RA' 'BH'],Suite,1,1,1,8000-11000,12000,"[772922766, 291964555]",990
Paul Rivera,M,723239901,2004-09-08,Sophomore,Mason Gross School of the Arts,0,0,['NCA' 'WS' 'SA'],Suite,1,1,1,8000-11000,12000,[],993
Scott Nelson,M,459419771,2005-07-28,Sophomore,School of Arts and Sciences,0,0,['NCA' 'BS' 'CS'],Suite,1,1,1,4000-6000,7000,"[582404655, 978431579]",994
Tracey Moss,F,523199091,2003-08-02,Senior,School of Communication and Information,0,0,['SA' 'NCA' 'BS'],Apartment,1,1,1,6000-8000,9000,[],995
Melissa Gray,F,127658582,2004-06-15,Junior,School of Arts and Sciences,0,1,['BH' 'MZH' 'BS'],Suite,1,1,0,8000-11000,12000,"[169909871, 445187201]",995
Anthony Jordan,M,991863631,2003-04-04,Freshman,School of Arts and Sciences,0,0,['SA' 'BS' 'NCA'],Suite,1,1,1,8000-11000,12000,"[682226258, 360915282]",1003
Danielle Morris,F,143849135,2001-07-06,Freshman,School of Arts and Sciences,0,1,['MS' 'SA' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,9000,"[267843517, 252843593]",1005
Samuel Johnston,M,338140188,2001-05-02,Junior,School of Arts and Sciences,0,0,['NCA' 'BS' 'JS'],Suite,1,1,1,8000-11000,12000,[],1025
Mr. Gabriel Schmidt,M,163200289,2000-01-20,Sophomore,School of Engineering,0,0,['NCA' 'RA' 'BS'],Apartment,1,1,1,8000-11000,12000,[],1026
Robert Page,M,193954416,2001-03-22,Junior,School of Engineering,0,1,['NCA' 'SA' 'MZH'],Suite,1,1,1,4000-6000,7000,"[376104237, 668117170]",1026
Gregory Nichols,M,681732557,2002-09-12,Freshman,School of Arts and Sciences,0,1,['BS' 'MS' 'MRS'],Apartment,1,1,1,8000-11000,12000,"[333751117, 556254700]",1030
Sean Gray,M,316495685,2002-11-01,Sophomore,School of Arts and Sciences,0,0,['CS' 'MS' 'TS'],Apartment,1,1,1,4000-6000,7000,"[709388631, 529721937]",1030
David Lopez,M,584416990,1999-12-09,Senior,School of Communication and Information,0,0,['NCA' 'BS' 'MRS'],Apartment,1,0,1,8000-11000,12000,[],1032
Kara Miller,F,760033698,1997-10-01,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[707617707, 735676559]",1032
Heather Watts,F,156688256,2005-06-14,Sophomore,Mason Gross School of the Arts,0,0,['RA' 'SA' 'JS'],Suite,1,1,0,8000-11000,12000,"[894033655, 900265580]",1033
Joshua Kim,M,876524449,2005-06-08,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'CS' 'SA'],Apartment,1,0,1,6000-8000,9000,"[489656226, 684288393]",1035
Shannon Patton,F,337997864,2000-08-19,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,[],1041
Samuel Gonzales,M,747751705,2001-12-06,Senior,School of Arts and Sciences,0,0,['BS' 'NCA' 'SA'],Suite,1,1,1,6000-8000,9000,"[257099649, 380082283]",1048
Justin Fox,M,375163910,2004-09-07,Sophomore,Mason Gross School of the Arts,0,1,['BS' 'SA' 'RA'],Apartment,1,1,1,8000-11000,12000,"[653935669, 278462154]",1050
Deanna Lambert,F,110824852,2002-02-25,Junior,School of Environmental and Biological Sciences,0,0,['BS' 'AH' 'MS'],Traditional Residence Hall,1,1,1,4000-6000,7000,"[677660175, 682597193]",1051
Kelli Kirby,F,532086158,2003-12-23,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['TS' 'NCA' 'SA'],Suite,1,1,1,8000-11000,12000,"[405157183, 626025049]",1057
Dustin Walker,M,639884649,2001-09-23,Junior,Mason Gross School of the Arts,0,0,['RA' 'BS' 'SA'],Suite,1,1,0,6000-8000,9000,[],1058
Louis Miller,M,179176768,2001-08-16,Freshman,School of Engineering,0,0,['MRS' 'JS' 'SA'],Apartment,1,1,1,6000-8000,9000,"[329708882, 340741127]",1058
Alex Roberson,M,541809137,2000-06-10,Sophomore,School of Communication and Information,0,0,['BH' 'SA' 'RA'],Apartment,1,1,1,4000-6000,7000,"[356344428, 809366075]",1062
Donald Spencer,M,101277655,2004-08-25,Freshman,School of Arts and Sciences,0,0,['BS' 'MS' 'SA'],Suite,1,1,1,4000-6000,7000,[],1065
Jessica Baker,F,553549879,1999-10-05,Junior,School of Engineering,0,0,['BS' 'RA' 'MRS'],Apartment,1,1,1,8000-11000,12000,[901211717],1065
Emily Allen MD,F,886327894,1998-08-15,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[356942659, 732750157]",1070
Annette Grant,F,515323729,2000-03-23,Freshman,School of Arts and Sciences,0,1,['NCA' 'MH' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000,[],1070
Bryan Brown,M,367000993,2005-04-25,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'SA' 'RA'],Apartment,1,1,1,8000-11000,12000,"[804357368, 468377115]",1075
Jeremy Wu,M,397343229,2001-11-08,Junior,School of Arts and Sciences,0,0,['BS' 'SA' 'RA'],Suite,1,1,1,8000-11000,12000,"[447266055, 297994472]",1075
Peter Henderson,M,606311890,2001-03-01,Senior,School of Arts and Sciences,0,0,['RA' 'MS' 'MZH'],Apartment,1,0,1,8000-11000,12000,"[692498407, 691632984]",1077
Kimberly Smith,F,114890101,2000-02-14,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'TS' 'MS'],Suite,1,1,1,8000-11000,12000,"[617785941, 203840744]",1077
Steven Waller,M,141985208,2005-02-11,Freshman,School of Arts and Sciences,1,0,['AH' 'NCA' 'MZH'],Apartment,1,1,1,8000-11000,12000,[342740293],1078
Jonathan Contreras,M,960060395,2003-01-16,Freshman,School of Engineering,0,0,['MH' 'CS' 'NCA'],Suite,1,1,1,4000-6000,7000,"[776130971, 259230121]",1092
Jo Johnson,F,535075222,2004-03-03,Sophomore,Mason Gross School of the Arts,0,0,['MS' 'TS' 'MH'],Apartment,1,1,1,8000-11000,12000,"[500899005, 481371184]",1094
Glenn Hayes,M,259101525,2000-09-21,Junior,School of Communication and Information,0,0,['MZH' 'RA' 'BS'],Apartment,1,0,1,6000-8000,9000,[473198554],1099
Anthony Harris,M,933194199,2000-04-16,Masters,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,[],1102
Ashlee Johnson,F,170699169,2000-05-11,Senior,Edward J. Bloustein School of Planning and Public Policy,0,1,['NCA' 'BH' 'RA'],Suite,1,1,1,8000-11000,12000,[776985344],1108
Kelsey Brewer,F,538174212,2000-03-28,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[875842074, 785475907]",1114
Pamela Stevens,F,915530547,2000-03-25,Senior,School of Arts and Sciences,0,0,['BS' 'NCA' 'SA'],Suite,1,1,1,8000-11000,12000,"[992169344, 179524590]",1118
Dennis Cobb,M,751596246,2000-05-06,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[259710294],1120
Rebecca Thompson,F,417218027,1999-12-12,Freshman,School of Arts and Sciences,0,0,['WS' 'BS' 'SA'],Apartment,1,1,1,8000-11000,12000,"[786521019, 330996715]",1128
Samantha Brown,F,892885791,2003-07-19,Junior,School of Communication and Information,0,0,['MS' 'AH' 'RA'],Suite,1,1,1,6000-8000,9000,"[551828857, 255413370]",1128
Maurice Guzman,M,774341725,2000-09-05,Junior,Mason Gross School of the Arts,0,1,['AH' 'MZH' 'WS'],Suite,1,1,1,8000-11000,12000,[],1129
Mr. Andrew Waller,M,858989153,2001-12-05,Freshman,Mason Gross School of the Arts,1,0,['SA' 'CS' 'MH'],Suite,1,1,1,8000-11000,12000,"[366420440, 614977411]",1131
Nicholas Kennedy,M,128736513,1995-08-09,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[356748818, 162529216]",1136
Morgan Allen,F,996239293,2004-01-02,Sophomore,School of Arts and Sciences,0,0,['BS' 'MZH' 'MS'],Apartment,1,1,1,4000-6000,7000,"[868484212, 457585552]",1147
Catherine Mcdaniel,F,584852846,2002-08-01,Freshman,School of Arts and Sciences,0,0,['MH' 'RA' 'BS'],Apartment,1,0,1,8000-11000,12000,[135879146],1149
Thomas White,M,134381589,2001-11-05,Freshman,School of Engineering,0,0,['NCA' 'BS' 'MZH'],Suite,1,1,1,8000-11000,12000,"[802915054, 195822701]",1156
Christina Powers,F,805045602,2000-08-07,Sophomore,School of Arts and Sciences,0,0,['BS' 'RA' 'MRS'],Suite,1,1,1,4000-6000,7000,"[424485882, 172436843]",1164
Richard Strickland,M,654909799,2003-09-14,Sophomore,School of Arts and Sciences,0,1,['WS' 'BS' 'MH'],Suite,1,1,1,4000-6000,7000,[995568020],1169
Oscar Lewis,M,830512151,2004-04-20,Junior,School of Arts and Sciences,0,0,['BS' 'SA' 'MS'],Apartment,1,1,1,4000-6000,7000,"[462894106, 862667800]",1180
Stephanie Lambert,F,809366075,2002-07-04,Freshman,School of Management and Labor Relations,0,1,['BS' 'NCA' 'MZH'],Apartment,1,1,1,4000-6000,7000,[541809137],1183
Timothy Robertson,M,503094009,2002-02-21,Freshman,School of Arts and Sciences,0,0,['NCA' 'BS' 'MRS'],Suite,1,0,1,8000-11000,12000,"[160949178, 303731964]",1188
James Bailey PhD,M,125124619,2001-08-26,Sophomore,School of Arts and Sciences,0,1,['MS' 'SA' 'CS'],Apartment,1,1,1,8000-11000,12000,[],1195
Jason Johnson,M,460347166,2005-08-14,Junior,School of Arts and Sciences,0,0,['MS' 'AH' 'MZH'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[589879196, 988257395]",1203
Nicole Contreras,F,856379080,2004-02-04,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'WS' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000,[704008862],1206
Caleb Carter,M,989571253,1995-08-17,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[106601952],1207
Brittany Stone,F,423328588,2003-09-26,Senior,School of Arts and Sciences,0,0,['RA' 'BS' 'MS'],Apartment,1,1,1,8000-11000,12000,"[350137183, 992670967]",1210
Daniel Graham,M,279804429,2002-04-21,Junior,School of Environmental and Biological Sciences,0,1,['WS' 'NCA' 'BS'],Apartment,1,1,1,4000-6000,7000,[650154623],1212
Rachel Lowe,F,497654522,2002-04-07,Freshman,School of Engineering,0,0,['BH' 'CS' 'AH'],Traditional Residence Hall,1,1,1,8000-11000,12000,[],1218
Patty Smith,F,874951269,2000-06-25,Sophomore,Mason Gross School of the Arts,0,0,['NCA' 'SA' 'MS'],Suite,1,1,1,6000-8000,9000,[949367149],1222
Spencer Little,M,884377822,2002-01-22,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['BS' 'WS' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,7000,"[281612642, 449065461]",1224
Tara Park,F,178940685,2005-04-22,Freshman,School of Arts and Sciences,0,1,['MZH' 'SA' 'MH'],Suite,1,1,1,8000-11000,12000,[],1226
Joshua Jordan,M,452383506,2004-12-06,Junior,School of Communication and Information,0,0,['NCA' 'SA' 'BS'],Apartment,1,1,1,8000-11000,12000,"[654989049, 544864621]",1227
